3.5	9.0	-77.5
3.5	9.5	-83.5
3.5	10.0	-89.5

4.0	0.0	32.0
4.0	0.5	30.000000000000004
4.0	1.0	28.0
4.0	1.5	26.0
4.0	2.0	24.0
4.0	2.5	22.000000000000004
4.0	3.0	20.0
4.0	3.5	16.931034482758623
4.0	4.0	13.0
4.0	4.5	8.5
4.0	5.0	3.7073170731707314
4.0	5.5	-1.1702127659574468
4.0	6.0	-6.0
4.0	6.5	-10.0
4.0	7.0	-14.0
4.0	7.5	-18.0
4.0	8.0	-22.0
4.0	8.5	-52.71428571428572
4.0	9.0	-76.0
4.0	9.5	-82.0
4.0	10.0	-88.0

4.5	0.0	12.333333333333334
4.5	0.5	11.464285714285719
4.5	1.0	10.567073170731708
4.5	1.5	9.64655172413793
4.5	2.0	8.706521739130435
4.5	2.5	7.749999999999998
4.5	3.0	6.779411764705883
4.5	3.5	8.325209747662353
4.5	4.0	9.116071428571429
4.5	4.5	9.073065880464313
4.5	5.0	8.316907546243801
4.5	5.5	7.05566457929088
4.5	6.0	5.5
4.5	6.5	3.3536585365853666
4.5	7.0	1.1956521739130423
4.5	7.5	-0.9705882352941186
4.5	8.0	-3.142857142857144
4.5	8.5	-14.039237110514424
4.5	9.0	-22.25
4.5	9.5	-24.646551724137925
4.5	10.0	-26.666666666666668

5.0	0.0	-30.0
5.0	0.5	-28.999999999999996
5.0	1.0	-28.000000000000004
5.0	1.5	-27.0
5.0	2.0	-26.0
5.0	2.5	-25.0
5.0	3.0	-23.999999999999996
5.0	3.5	-12.022727272727272
5.0	4.0	-0.5000000000000002
5.0	4.5	9.555555555555555
5.0	5.0	17.74193548387097
5.0	5.5	24.125
5.0	6.0	29.0
5.0	6.5	31.0
5.0	7.0	33.0
5.0	7.5	35.0
5.0	8.0	37.0
5.0	8.5	70.68750000000001
5.0	9.0	93.99999999999999
5.0	9.5	97.0
5.0	10.0	100.0

5.5	0.0	-30.0
5.5	0.5	-29.0
5.5	1.0	-28.0
5.5	1.5	-27.0
5.5	2.0	-26.0
5.5	2.5	-24.999999999999996
5.5	3.0	-24.0
5.5	3.5	-10.982862903225808
5.5	4.0	1.2500000000000007
5.5	4.5	11.83088235294118
5.5	5.0	20.462857142857146
5.5	5.5	27.25309405940594
5.5	6.0	32.5
5.5	6.5	34.5
5.5	7.0	36.5
5.5	7.5	38.5
5.5	8.0	40.5
5.5	8.5	76.2625
5.5	9.0	101.0
5.5	9.5	104.0
5.5	10.0	107.0

6.0	0.0	-30.0
6.0	0.5	-29.0
6.0	1.0	-28.0
6.0	1.5	-27.0
6.0	2.0	-26.0
6.0	2.5	-25.0
6.0	3.0	-24.000000000000004
6.0	3.5	-9.905172413793107
6.0	4.0	3.0000000000000004
6.0	4.5	14.0625
6.0	5.0	23.121951219512194
6.0	5.5	30.335106382978726
6.0	6.0	36.0
6.0	6.5	38.0
6.0	7.0	40.0
6.0	7.5	42.0
6.0	8.0	44.0
6.0	8.5	81.82142857142857
6.0	9.0	108.0
6.0	9.5	111.0
6.0	10.0	114.0

6.5	0.0	-30.0
6.5	0.5	-28.999999999999996
6.5	1.0	-28.0
6.5	1.5	-27.0
6.5	2.0	-26.000000000000004
6.5	2.5	-25.0
6.5	3.0	-24.0
6.5	3.5	-8.781250000000002
6.5	4.0	4.750000000000001
6.5	4.5	16.241666666666667
6.5	5.0	25.705882352941178
6.5	5.5	33.35991379310345
6.5	6.0	39.5
6.5	6.5	41.5
6.5	7.0	43.5
6.5	7.5	45.5
6.5	8.0	47.5
6.5	8.5	87.36057692307692
6.5	9.0	115.0
6.5	9.5	118.0
6.5	10.0	121.0

7.0	0.0	-30.0
7.0	0.5	-29.0
7.0	1.0	-28.000000000000004
7.0	1.5	-27.0
7.0	2.0	-26.0
7.0	2.5	-25.0
7.0	3.0	-24.0
7.0	3.5	-7.600000000000002
7.0	4.0	6.5
7.0	4.5	18.357142857142854
7.0	5.0	28.197183098591548
7.0	5.5	36.3125
7.0	6.0	43.0
7.0	6.5	45.0
7.0	7.0	47.0
7.0	7.5	49.0
7.0	8.0	51.00000000000001
7.0	8.5	92.875
7.0	9.0	122.0
7.0	9.5	124.99999999999999
7.0	10.0	128.0

7.5	0.0	-30.0
7.5	0.5	-29.0
7.5	1.0	-28.0
7.5	1.5	-26.999999999999996
7.5	2.0	-26.0
7.5	2.5	-25.0
7.5	3.0	-24.000000000000004
7.5	3.5	-6.34646739130435
7.5	4.0	8.25
7.5	4.5	20.394230769230766
7.5	5.0	30.572519083969468
7.5	5.5	39.172089041095894
7.5	6.0	46.5
7.5	6.5	48.49999999999999
7.5	7.0	50.5
7.5	7.5	52.5
7.5	8.0	54.5
7.5	8.5	98.35795454545455
7.5	9.0	129.0
7.5	9.5	132.0
7.5	10.0	135.0

8.0	0.0	-30.0
8.0	0.5	-29.0
8.0	1.0	-28.0
8.0	1.5	-27.0
8.0	2.0	-26.0
8.0	2.5	-25.0
8.0	3.0	-24.0
8.0	3.5	-5.000000000000002
8.0	4.0	10.000000000000002
8.0	4.5	22.333333333333332
8.0	5.0	32.800000000000004
8.0	5.5	41.90909090909091
8.0	6.0	50.0
8.0	6.5	52.0
8.0	7.0	54.0
8.0	7.5	56.0
8.0	8.0	58.0
8.0	8.5	103.80000000000001
8.0	9.0	136.0
8.0	9.5	139.0
8.0	10.0	142.0

8.5	0.0	-30.0
8.5	0.5	-29.0
8.5	1.0	-28.0
8.5	1.5	-26.999999999999996
8.5	2.0	-26.0
8.5	2.5	-25.0
8.5	3.0	-24.000000000000004
8.5	3.5	-4.387228260869567
8.5	4.0	11.75
8.5	4.5	25.10576923076923
8.5	5.0	36.23664122137405
8.5	5.5	45.584760273972606
8.5	6.0	53.5
8.5	6.5	55.50000000000001
8.5	7.0	57.5
8.5	7.5	59.5
8.5	8.0	61.5
8.5	8.5	109.57386363636364
8.5	9.0	143.0
8.5	9.5	146.0
8.5	10.0	149.0

9.0	0.0	-30.0
9.0	0.5	-29.0
9.0	1.0	-28.000000000000004
9.0	1.5	-27.0
9.0	2.0	-26.0
9.0	2.5	-25.0
9.0	3.0	-24.0
9.0	3.5	-3.7500000000000044
9.0	4.0	13.5
9.0	4.5	27.857142857142858
9.0	5.0	39.63380281690141
9.0	5.5	49.21875000000001
9.0	6.0	57.0
9.0	6.5	59.0
9.0	7.0	61.0
9.0	7.5	63.0
9.0	8.0	65.0
9.0	8.5	115.33333333333333
9.0	9.0	150.0
9.0	9.5	153.0
9.0	10.0	156.0

9.5	0.0	-30.0
9.5	0.5	-28.999999999999996
9.5	1.0	-28.0
9.5	1.5	-27.0
9.5	2.0	-26.000000000000004
9.5	2.5	-25.0
9.5	3.0	-24.0
9.5	3.5	-3.093750000000001
9.5	4.0	15.250000000000002
9.5	4.5	30.591666666666665
9.5	5.0	42.99999999999999
9.5	5.5	52.82112068965518
9.5	6.0	60.5
9.5	6.5	62.5
9.5	7.0	64.5
9.5	7.5	66.5
9.5	8.0	68.5
9.5	8.5	121.08173076923077
9.5	9.0	157.0
9.5	9.5	160.0
9.5	10.0	163.0

10.0	0.0	-30.0
10.0	0.5	-29.0
10.0	1.0	-28.0
10.0	1.5	-27.0
10.0	2.0	-26.0
10.0	2.5	-25.0
10.0	3.0	-24.000000000000004
10.0	3.5	-2.422413793103454
10.0	4.0	17.000000000000004
10.0	4.5	33.3125
10.0	5.0	46.34146341463415
10.0	5.5	56.39893617021276
10.0	6.0	64.0
10.0	6.5	66.0
10.0	7.0	68.0
10.0	7.5	70.0
10.0	8.0	72.0
10.0	8.5	126.82142857142857
10.0	9.0	164.0
10.0	9.5	167.0
10.0	10.0	170.0

